rawcode,shop,name_ru,name_en,category,element,rank,goldcost,STR,AGI,INT,AllStat,DMG,DEF,MS,AS,MaxHP,MaxMP,HP_regen,MP_regen,Lifesteal,Crit,Evasion,active_CD,active_mana,abilities_resolved,description_ru,description_en,crafted_from,crafts_into
I016,,"Кольцо Грозы, Ранг A","Lightning Ring, Rank A",Vongola Ring,Lightning,A,3250,,,20,,,8,,,900,,,,,,,,,+900 Max HP (A0SB); +8 DEF (A25I); +20 INT (A044),"Повышение INT на 20 ед., DEF на 8 ед. и HP на 900 ед.","Increases INT by 20, DEF by 8 and HP by 900.","Lightning Ring, Rank B (I015) + Upgrade Item (I00E)",Vongola Lightning Ring (I017)
I017,,Кольцо Грозы Вонголы,Vongola Lightning Ring,Vongola Ring,Lightning,S,4000,,,25,,,10,,,1100,,,,,,,,,+1100 Max HP (A0SC); +10 DEF (A05H); +25 INT (A045),"Повышение INT на 25 ед., DEF на 10 ед. и HP на 1100 ед.","Increases INT by 25, DEF by 10 and HP by 1100.","Lightning Ring, Rank A (I016) + Upgrade Item (I00E)",True Vongola Lightning Ring (I018)
I018,Hight-level Vongola Rings and Done items (n00C),Настоящее Кольцо Грозы Вонголы,True Vongola Lightning Ring,Vongola Ring,Lightning,Full,4750,,,30,,,20,,,900,,,,,,,25,50,Active CD=25s mana=50 (A0WU); +900 Max HP (A0SD); +20 DEF (ATRD); +30 INT (A046),"Повышение INT на 30 ед., DEF на 20 ед. и HP на 900 ед. |  | Active: ""Щит грозы"" - защищает от любой атаки в течении 3 секунд. Не снимается Imagine Breaker. |  | Passive: Щиты блокируют 30% урона пробивания, без штрафа +10%. При 3 ударах подряд от одного врага: стан 0.5 сек (сброс 5 сек). |  | Перезарядка: 25 сек.","Increases INT by 30, DEF by 20 and HP by 900. | Passive: ""Anti-Bypass"" - when shield is bypassed (Cloud Ring, Mare Cloud, Tesseract), blocks 30% of bypassed damage instead of taking +10% penalty. | Passive: ""Anti-Focus"" - if the same hero attacks the owner 3 times consecutively, the attacker is stunned for 0.5 sec. Counter resets after 5 sec without hits. | Active: ""Lightning Shield"" - blocks any attack for 3 sec. Not removable by Imagine Breaker. | Cooldown: 25 sec.",Vongola Lightning Ring (I017) + Upgrade Item (I00E),
I019,Half Vongola Rings (n003),"Кольцо Неба, Ранг D","Sky Ring, Rank D",Vongola Ring,Sky,D,1000,,,,9,10,,,,,,,,,,,,,+9 AllStat (A0YH); +10 DMG (A05Q),"Повышение AllStat на 9 ед., атаку на 10 ед.","Increases AllStat by 9, AD by 10.",,"Sky Ring, Rank C (I01A)"
I01A,,"Кольцо Неба, Ранг С","Sky Ring, Rank C",Vongola Ring,Sky,C,1750,,,,13,20,,,,,,,,,,,,,+13 AllStat (A14N); +20 DMG (A05R),"Повышение AllStat на 13 ед., атаку на 20 ед.","Increases AllStat by 13, AD by 20.","Sky Ring, Rank D (I019) + Upgrade Item (I00E)","Sky Ring, Rank B (I01B)"
I01B,,"Кольцо Неба, Ранг B","Sky Ring, Rank B",Vongola Ring,Sky,B,2500,,,,16,30,,,,,,,,,,,,,+16 AllStat (A0W1); +30 DMG (A05U),"Повышение AllStat на 16 ед., атаку на 30 ед.","Increases AllStat by 16, AD by 30.","Sky Ring, Rank C (I01A) + Upgrade Item (I00E)","Sky Ring, Rank A (I01C)"
I01C,,"Кольцо Неба, Ранг A","Sky Ring, Rank A",Vongola Ring,Sky,A,3250,,,,19,40,,,,,,,,,,,,,+19 AllStat (A05X); +40 DMG (A05W),"Повышение AllStat на 19 ед., атаку на 40 ед.","Increases AllStat by 19, AD by 40.","Sky Ring, Rank B (I01B) + Upgrade Item (I00E)",Vongola Sky Ring (I01D)
I01D,,Кольцо Неба Вонголы,Vongola Sky Ring,Vongola Ring,Sky,S,4000,,,,22,50,,,,,,,,,,,,,+22 AllStat (A14O); +50 DMG (A05Y),"Повышение AllStat на 22 ед., атаку на 50 ед.","Increases AllStat by 22, AD by 50.","Sky Ring, Rank A (I01C) + Upgrade Item (I00E)",True Vongola Sky Ring (I01E)
I01E,Hight-level Vongola Rings and Done items (n00C),Настоящее Кольцо Неба Вонголы,True Vongola Sky Ring,Vongola Ring,Sky,Full,4750,,,,35,50,,,,,,,,,,,25,200,Active CD=25s mana=200 (CS05); +35 AllStat (AP07); +50 DMG (A05Y),"Повышение AllStat на 35, атаку на 50 ед. |  | Active: ""Небо"" - запрещает применять противнику способности в течении 3 сек. и предметы в течении 1 сек., также замедляет на 100% и наносит 2*AllStat | С 35 уровня наносит 3*AllStat | Дальность: 900 | Перезарядка: 25 сек.","Increases AllStat by 35, AD by 50. | Active: ""Sky"" - silences enemy abilities for 3 sec and items for 1 sec, also slows by 100% and deals 2*AllStat. | From level 35 deals 3*AllStat. | Range: 900. | Cooldown: 25 sec.",Vongola Sky Ring (I01D) + Upgrade Item (I00E),
I02L,Half Vongola Rings (n003),"Кольцо Ада: ""Демонический Глаз"", Ранг D","Hell Ring: Demon Eye, Rank D",Hell Ring: Demon Eye,,D,1000,,,,9,,6,,,100,,7,,,,,,,+7 HP/s regen (A0EP); +6 DEF (A19H); +9 AllStat (A0YH); +100 Max HP (A0XY),"Увеличивает DEF на 6, HP regen на 7, HP 100, AllStat на 9.","Increases DEF by 6, HP regen by 7, HP by 100, AllStat by 9.",,"Hell Ring: Demon Eye, Rank C (I02M)"
I02M,,"Кольцо Ада: ""Демонический Глаз"", Ранг C","Hell Ring: Demon Eye, Rank C",Hell Ring: Demon Eye,,C,1750,,,,12,,8,,,200,,14,,,,,,,+8 DEF (A19I); +14 HP/s regen (A0EQ); +12 AllStat (A0VL); +200 Max HP (A0SE),"Увеличивает DEF на 8, HP regen на 14, HP 200, AllStat на 12.","Increases DEF by 8, HP regen by 14, HP by 200, AllStat by 12.","Hell Ring: Demon Eye, Rank D (I02L) + Upgrade Item (I00E)","Hell Ring: Demon Eye, Rank B (I02N)"
I02N,,"Кольцо Ада: ""Демонический Глаз"", Ранг B","Hell Ring: Demon Eye, Rank B",Hell Ring: Demon Eye,,B,2500,,,,15,,10,,,300,,21,,,,,,,+21 HP/s regen (A0ER); +10 DEF (A19J); +15 AllStat (A05V); +300 Max HP (A0S8),"Увеличивает DEF на 10, HP regen на 21, HP 300, AllStat на 15.","Increases DEF by 10, HP regen by 21, HP by 300, AllStat by 15.","Hell Ring: Demon Eye, Rank C (I02M) + Upgrade Item (I00E)","Hell Ring: Demon Eye, Rank A (I02O)"
I02O,,"Кольцо Ада: ""Демонический Глаз"", Ранг A","Hell Ring: Demon Eye, Rank A",Hell Ring: Demon Eye,,A,3250,,,,18,,12,,,400,,28,,,,,,,+12 DEF (A29J); +28 HP/s regen (A0ES); +18 AllStat (A0VM); +400 Max HP (A0XZ),"Увеличивает DEF на 12, HP regen на 28, HP 400, AllStat на 18.","Increases DEF by 12, HP regen by 28, HP by 400, AllStat by 18.","Hell Ring: Demon Eye, Rank B (I02N) + Upgrade Item (I00E)",Sealed Hell Ring: Demon Eye (I02P)
I02P,,"Запечатанное Кольцо Ада: ""Демонический Глаз""",Sealed Hell Ring: Demon Eye,Hell Ring: Demon Eye,,S,4000,,,,20,,15,,,400,,28,,,,,,,+15 DEF (A05I); +28 HP/s regen (A0ES); +20 AllStat (A0EO); +400 Max HP (A0XZ),"Увеличивает DEF на 15, HP regen на 28, HP 400, AllStat на 20.","Increases DEF by 15, HP regen by 28, HP by 400, AllStat by 20.","Hell Ring: Demon Eye, Rank A (I02O) + Upgrade Item (I00E)",Hell Ring: Demon Eye (I02Q)
I02Q,Hight-level Vongola Rings and Done items (n00C),"Кольцо Ада: ""Демонический Глаз""",Hell Ring: Demon Eye,Hell Ring: Demon Eye,,Full,4750,,,,30,,20,,,500,,40,,,,50,20,50,Active CD=20s mana=50 (A0YJ); stat bonus (A0Y7); Spellbook: [+20 DEF (A1EZ); +40 HP/s regen (A040); +30 AllStat (A06P); +500 Max HP (A0Y0)] (A0Y3),"Увеличивает DEF на 20 ед., HP regen на 40, HP 500, AllStat на 30. | Passive: Получаемый Физический урон: -20% при активации еще - 20%(также работает на самехаду и гегецу),также 50% прохам по владельцу | Active: ""Демоническая Защита"" - невосприимчивость к физическим атакам. |  | Длительность: 6 сек | Перезарядка: 20 сек.","Increases DEF by 20, HP regen by 40, HP by 500, AllStat by 30. | Passive: Physical damage received: -20%, on activation another -20% (also works with Samehada and Gegetsuburi), also 50% miss chance against the owner. | Active: ""Demonic Defense"" - immunity to physical attacks. | Duration: 6 sec. | Cooldown: 20 sec.",Sealed Hell Ring: Demon Eye (I02P) + Upgrade Item (I00E),
I114,Half Vongola Rings (n003),"Кольцо Ада: ""Рог"", Ранг D","Hell Ring: Horn, Rank D",Hell Ring: Horn,,D,1000,,,,9,,,,,,,,,,,,,,+9 AllStat (A0YH),Повышение AllStat на 9 ед.,Increases AllStat by 9.,,"Hell Ring: Horn, Rank C (I115)"
I115,,"Кольцо Ада: ""Рог"", Ранг C","Hell Ring: Horn, Rank C",Hell Ring: Horn,,C,1750,,,,13,,,,,,,,,,,,,,+13 AllStat (A14N),Повышение AllStat на 13 ед.,Increases AllStat by 13.,"Hell Ring: Horn, Rank D (I114) + Upgrade Item (I00E)","Hell Ring: Horn, Rank B (I116)"
I116,,"Кольцо Ада: ""Рог"", Ранг B","Hell Ring: Horn, Rank B",Hell Ring: Horn,,B,2500,,,,16,,,,,,,,,,,,,,+16 AllStat (A0W1),Повышение AllStat на 16 ед.,Increases AllStat by 16.,"Hell Ring: Horn, Rank C (I115) + Upgrade Item (I00E)","Hell Ring: Horn, Rank A (I117)"
I117,,"Кольцо Ада: ""Рог"", Ранг A","Hell Ring: Horn, Rank A",Hell Ring: Horn,,A,3250,,,,19,,,,,,,,,,,,,,+19 AllStat (A05X),Повышение AllStat на 19 ед.,Increases AllStat by 19.,"Hell Ring: Horn, Rank B (I116) + Upgrade Item (I00E)",Sealed Hell Ring: Horn (I118)
I118,,"Запечатанное Кольцо Ада: ""Рог""",Sealed Hell Ring: Horn,Hell Ring: Horn,,S,4000,,,,22,,,,,,,,,,,,,,+22 AllStat (A14O),Повышение AllStat на 22 ед.,Increases AllStat by 22.,"Hell Ring: Horn, Rank A (I117) + Upgrade Item (I00E)",Hell Ring: Horn (I100)
I100,Hight-level Vongola Rings and Done items (n00C),"Кольцо Ада: ""Рог""",Hell Ring: Horn,Hell Ring: Horn,,Full,4750,,,,30,,,,,,,,,,,,25,150,Active CD=25s mana=150 (AI02); +30 AllStat (A06P); Slow Aura (passive) (AI03),"Повышение AllStat на 30. | Passive: союзники в радиусе 900 получают MP reg: +10 и на +15% усиление MP reg. |  | Active: при нажатии на себя либо союзника через 0.5 сек | меняет текущее значени HP и MP местами. |  | Если применить на врага/союзника заменяет текущее значение HP и МП владельца с целью, | от разницы между ними, но с 40% эффективностью на врага и 80% эффективностью на союзника. |  | CD: 25 сек.","Increases AllStat by 30. | Passive: allies in radius 900 gain MP regen +10 and +15% MP regen bonus. | Active: when cast on self or ally after 0.5 sec swaps current HP and MP values. | When cast on enemy/ally, swaps current HP and MP between owner and target, at 40% effectiveness on enemies and 80% on allies. | CD: 25 sec.",Sealed Hell Ring: Horn (I118) + Upgrade Item (I00E),
I02E,Half Vongola Rings (n003),"Кольцо Ада: ""Пожиратель Душ"", Ранг D","Hell Ring: Soul Eater, Rank D",Hell Ring: Soul Eater,,D,1250,,,,,15,,,9,,,,,,,,,,+9% AS (A0E8); +15 DMG (A0E9),"Увеличивает атаку на 15 ед, AS на 9%, 10% шанс при получении физического урона заблокировать и появиться за спиной у противника. Способность считается блоками, не промахами.","Increases AD by 15, AS by 9%, 10% chance on receiving physical damage to block and appear behind the attacker. Counts as blocks, not misses.",,"Hell Ring: Soul Eater, Rank C (I02F)"
I02F,,"Кольцо Ада: ""Пожиратель Душ"", Ранг С","Hell Ring: Soul Eater, Rank C",Hell Ring: Soul Eater,,C,2000,,,,,20,,,14.0,,,,,,,,,,+14% AS (A0EA); +20 DMG (A099),"Увеличивает атаку на 20 ед, AS на 14%, 15% шанс при получении физического урона заблокировать и появиться за спиной у противника. Способность считается блоками, не промахами.","Increases AD by 20, AS by 14%, 15% chance on receiving physical damage to block and appear behind the attacker. Counts as blocks, not misses.","Hell Ring: Soul Eater, Rank D (I02E) + Upgrade Item (I00E)","Hell Ring: Soul Eater, Rank B (I02G)"
I02G,,"Кольцо Ада: ""Пожиратель Душ"", Ранг B","Hell Ring: Soul Eater, Rank B",Hell Ring: Soul Eater,,B,2750,,,,,25,,,19,,,,,,,,,,+19% AS (A0EB); +25 DMG (A0EC),"Увеличивает атаку на 25 ед, AS на 19%, 20% шанс при получении физического урона заблокировать и появиться за спиной у противника. Способность считается блоками, не промахами.","Increases AD by 25, AS by 19%, 20% chance on receiving physical damage to block and appear behind the attacker. Counts as blocks, not misses.","Hell Ring: Soul Eater, Rank C (I02F) + Upgrade Item (I00E)","Hell Ring: Soul Eater, Rank A (I02H)"
I02H,,"Кольцо Ада: ""Пожиратель Душ"", Ранг A","Hell Ring: Soul Eater, Rank A",Hell Ring: Soul Eater,,A,3500,,,,,30,,,24,,,,,,,,,,+24% AS (A0ED); +30 DMG (A0EE),"Увеличивает атаку на 30 ед, AS на 24%, 25% шанс при получении физического урона заблокировать и появиться за спиной у противника. Способность считается блоками, не промахами.","Increases AD by 30, AS by 24%, 25% chance on receiving physical damage to block and appear behind the attacker. Counts as blocks, not misses.","Hell Ring: Soul Eater, Rank B (I02G) + Upgrade Item (I00E)",Sealed Hell Ring: Soul Eater (I02I)
I02I,,"Запечатанное Кольцо Ада: ""Пожиратель Душ""",Sealed Hell Ring: Soul Eater,Hell Ring: Soul Eater,,S,4250,,,,,35,,,30,,,,,,,,,,+30% AS (A05B); +35 DMG (A35Y),"Увеличивает атаку на 35 ед, AS на 30%, 25% шанс при получении физического урона заблокировать и появиться за спиной у противника. Способность считается блоками, не промахами.","Increases AD by 35, AS by 30%, 25% chance on receiving physical damage to block and appear behind the attacker. Counts as blocks, not misses.","Hell Ring: Soul Eater, Rank A (I02H) + Upgrade Item (I00E)",Hell Ring: Soul Eater [Weapon] (I02J)
I02J,Hight-level Vongola Rings and Done items (n00C),"Кольцо Ада: ""Пожиратель Душ"" |r|c00FF5555Weapon|r",Hell Ring: Soul Eater [Weapon],Hell Ring: Soul Eater,,Full,5000,,,,,40,,,45,,,,,,,,,50,Active mana=50 (A0EH); +40 DMG (A0EF); +45% AS (A0EG),"Увеличивает атаку на 40 ед, AS на 45%, 35% шанс при получении физического урона заблокировать и появиться за спиной у противника. Способность считается блоками, не промахами. |  Weapon | Active: ""Демоническая Сила"" - активировав кольцо герой повышает AllStat на 70, AS на 45% и DEF на 15, но тратит 1.5% Max HP\сек.","Increases AD by 40, AS by 45%, 35% chance on receiving physical damage to block and appear behind the attacker. Counts as blocks, not misses. | Weapon | Active: ""Demonic Power"" - increases AllStat by 70, AS by 45% and DEF by 15, but drains 1.5% Max HP/sec.",Sealed Hell Ring: Soul Eater (I02I) + Upgrade Item (I00E),
